Id,Label,modularity_class,indegree,outdegree,degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality
"STANKOWICZ, FABIAN","STANKOWICZ, FABIAN",3,145,116,261,5,0.436141,0.458515,12824.081545,0.237035
HERCULES [GREEK GOD],HERCULES [GREEK GOD],3,721,687,1408,5,0.504133,0.54055,359187.896031,0.722008
BLACK WIDOW/NATASHA,BLACK WIDOW/NATASHA,3,649,634,1283,5,0.500123,0.535148,459711.859252,0.664975
MOON KNIGHT/MARC SPE,MOON KNIGHT/MARC SPE,7,317,315,632,5,0.481944,0.504979,281281.262662,0.429657
DRAX/ARTHUR DOUGLAS,DRAX/ARTHUR DOUGLAS,8,228,206,434,5,0.462782,0.484926,50971.750895,0.36819
"HARDY, MORGAN MACNEI","HARDY, MORGAN MACNEI",3,4,4,8,5,0.365188,0.380478,91.960907,0.011604
SPIDER-MAN CLONE/BEN,SPIDER-MAN CLONE/BEN,7,271,234,505,6,0.441157,0.469577,300349.412366,0.225866
KAINE,KAINE,7,87,90,177,6,0.382023,0.404495,19388.279504,0.060321
GREGOR,GREGOR,10,15,17,32,6,0.36012,0.374802,570.272802,0.012379
"RAVEN, LT. JACOB","RAVEN, LT. JACOB",7,55,58,113,6,0.365275,0.38335,14880.010311,0.032446
"TREVANE, DET. CONNOR","TREVANE, DET. CONNOR",7,45,42,87,6,0.362798,0.379652,1048.810163,0.034373
GRIM HUNTER/KRAVINOF,GRIM HUNTER/KRAVINOF,7,21,14,35,6,0.358364,0.37252,834.957045,0.018683
"ELLIS, KEN","ELLIS, KEN",7,94,77,171,6,0.373393,0.393912,20045.860527,0.047577
"BYRNES, GAYLE WATSON","BYRNES, GAYLE WATSON",7,18,27,45,6,0.380522,0.399355,413.85717,0.019909
TOMBSTONE/LONNIE THO,TOMBSTONE/LONNIE THO,7,104,121,225,6,0.397718,0.422791,39202.966001,0.070305
SPIDERCIDE,SPIDERCIDE,7,51,54,105,6,0.40641,0.428078,3661.428075,0.057172
JACKAL/MILES WARREN,JACKAL/MILES WARREN,7,70,56,126,6,0.379716,0.400019,7679.713873,0.056212
JACK,JACK,7,16,9,25,6,0.356959,0.370512,2.762137,0.018935
"CAPUTO, DR. JULIA","CAPUTO, DR. JULIA",7,34,10,44,6,0.35744,0.371446,55.462082,0.028542
GUARDIAN IV,GUARDIAN IV,7,2,11,13,6,0.358049,0.371974,0,0.005581
GREEN GOBLIN IV/PHIL,GREEN GOBLIN IV/PHIL,7,35,57,92,6,0.381545,0.40188,3379.134658,0.020143
"STACY, GWEN (CLONE)","STACY, GWEN (CLONE)",7,31,39,70,6,0.368208,0.385828,1309.836656,0.028068
"BUCKNER, GRANT","BUCKNER, GRANT",7,18,8,26,6,0.356375,0.369692,1.739881,0.017658
STUNNER/ANGELINA BRA,STUNNER/ANGELINA BRA,7,52,38,90,5,0.383754,0.40341,3611.33756,0.036018
"TRAINER, DR. SEWARD","TRAINER, DR. SEWARD",7,57,64,121,6,0.366174,0.38494,3534.119066,0.040172
"TRAVELLER, DR. JUDAS","TRAVELLER, DR. JUDAS",7,40,30,70,6,0.359335,0.374848,127.465242,0.030836
"TOWER, BLAKE","TOWER, BLAKE",7,95,84,179,5,0.410375,0.433445,21057.708752,0.132269
"LOCKER, MR.","LOCKER, MR.",7,14,15,29,6,0.358912,0.373326,8.044967,0.013126
HINDSIGHT LAD/CARLTO,HINDSIGHT LAD/CARLTO,1,62,62,124,6,0.382814,0.403736,4106.114956,0.05011
SPEEDBALL II/DARRION,SPEEDBALL II/DARRION,1,85,71,156,6,0.385549,0.407239,7918.381183,0.058633
GEE/ALEX POWER,GEE/ALEX POWER,1,185,189,374,5,0.441796,0.467459,62030.724252,0.218771
TURBO II (A)/MICHIKO,TURBO II (A)/MICHIKO,1,163,163,326,6,0.431055,0.456843,54219.443532,0.177337
BLACK CAT/FELICIA HA,BLACK CAT/FELICIA HA,7,195,224,419,6,0.458847,0.48312,81185.178684,0.257234
D'SPAYRE,D'SPAYRE,6,60,56,116,6,0.403854,0.425359,16496.131731,0.070443
"PROUST, PAUL","PROUST, PAUL",7,9,14,23,6,0.356104,0.369943,350.245904,0.013867
MACHETE/FERDINAND LO,MACHETE/FERDINAND LO,3,19,24,43,6,0.37725,0.395341,427.745563,0.027708
ZARAN/MAXIMILLIAN ZA,ZARAN/MAXIMILLIAN ZA,0,41,53,94,5,0.393865,0.415049,9459.418024,0.039221
SILVER SABLE,SILVER SABLE,7,125,131,256,6,0.42785,0.452285,37229.738133,0.144095
TRICKSHOT,TRICKSHOT,3,15,12,27,6,0.34569,0.357537,79.948539,0.014925
SWORDSMAN/JACQUES DU,SWORDSMAN/JACQUES DU,3,117,106,223,5,0.439948,0.461111,3976.407342,0.21095
SANDMAN/WILLIAM BAKE,SANDMAN/WILLIAM BAKE,7,246,293,539,5,0.470602,0.495898,99676.30437,0.322277
"PEREGRINE, LE/FRANCK","PEREGRINE, LE/FRANCK",3,76,92,168,5,0.448291,0.467068,3409.874447,0.148487
RED SKULL II/ALBERT,RED SKULL II/ALBERT,3,22,7,29,6,0.349233,0.360693,204.942365,0.042121
GUDRUN [ASGARDIAN],GUDRUN [ASGARDIAN],14,27,26,53,6,0.361165,0.376652,145.670071,0.028457
VOLSTAGG,VOLSTAGG,14,271,232,503,5,0.451644,0.477772,66803.755058,0.261078
HOGUN [ASGARDIAN],HOGUN [ASGARDIAN],14,248,308,556,5,0.465964,0.493015,74100.239983,0.264201
FANDRAL [ASGARDIAN],FANDRAL [ASGARDIAN],14,266,287,553,5,0.465644,0.491717,73573.303269,0.260142
VIZIER,VIZIER,14,126,148,274,5,0.431788,0.45658,14265.798181,0.138319
ODIN [ASGARDIAN],ODIN [ASGARDIAN],14,284,335,619,5,0.466748,0.495065,132412.152773,0.313266
DOMINO III/BEATRICE/,DOMINO III/BEATRICE/,4,193,249,442,6,0.426325,0.457422,127238.480976,0.156761
HYDROMAN/MORRIE BENC,HYDROMAN/MORRIE BENC,7,158,121,279,6,0.425908,0.449984,15102.423339,0.200848
STILT-MAN/WILBUR DAY,STILT-MAN/WILBUR DAY,7,89,62,151,5,0.417683,0.439001,10129.201852,0.108416
BLOCKADE/DEXTER PARI,BLOCKADE/DEXTER PARI,4,21,24,45,6,0.352299,0.365623,3815.760406,0.007217
"MERRYWEATHER, IRENE","MERRYWEATHER, IRENE",4,118,78,196,5,0.4101,0.432694,81495.645248,0.108807
BLAQUESMITH,BLAQUESMITH,4,115,103,218,5,0.413548,0.437457,52752.830598,0.142349
"WORTHINGTON, KATHRYN","WORTHINGTON, KATHRYN",4,25,19,44,6,0.363338,0.378644,75.526667,0.035139
"WORTHINGTON, WARREN","WORTHINGTON, WARREN",4,22,15,37,6,0.35959,0.374127,425.051137,0.034643
VULTURE/ADRIAN TOOME,VULTURE/ADRIAN TOOME,7,144,122,266,6,0.434773,0.457848,18049.565737,0.197452
VULTURE II/BLACKIE D,VULTURE II/BLACKIE D,7,13,8,21,6,0.356938,0.370375,0.539241,0.016456
"OSBORN, HARRY","OSBORN, HARRY",7,167,180,347,5,0.44554,0.470129,40162.131916,0.16174
"STACY, CAPT. GEORGE","STACY, CAPT. GEORGE",7,44,42,86,6,0.375462,0.394505,563.209671,0.052613
"STACY, GWEN","STACY, GWEN",7,63,67,130,6,0.392673,0.414519,6439.048247,0.058762
GREEN GOBLIN/NORMAN,GREEN GOBLIN/NORMAN,7,187,169,356,5,0.446355,0.469883,59057.638293,0.177143
SILVERMANE/SILVIO MA,SILVERMANE/SILVIO MA,7,108,94,202,6,0.406248,0.429754,19864.536008,0.118529
GREEN GOBLIN III/BAR,GREEN GOBLIN III/BAR,7,16,16,32,6,0.361958,0.376969,29.558569,0.022549
"PULASKI, JOSEPHINE J","PULASKI, JOSEPHINE J",7,0,9,9,6,0.366278,0.381784,0,0
"SHIFFMAN, MAXIE","SHIFFMAN, MAXIE",7,11,14,25,6,0.362302,0.377283,206.127974,0.018599
"OSBORN, LIZ ALLAN","OSBORN, LIZ ALLAN",7,221,207,428,5,0.44665,0.472506,61248.822601,0.185614
"MCKEEVER, TINY","MCKEEVER, TINY",7,25,36,61,5,0.419291,0.439247,1252.050571,0.029309
"IONELLO, JASON","IONELLO, JASON",7,32,39,71,5,0.420563,0.440613,2221.545686,0.05077
GLADIATOR II,GLADIATOR II,4,144,157,301,5,0.449679,0.472042,28939.348676,0.214416
"RICHARDS, FRANKLIN B","RICHARDS, FRANKLIN B",2,409,472,881,5,0.493008,0.52149,159806.473869,0.505265
ARISHEM [CELESTIAL],ARISHEM [CELESTIAL],14,91,125,216,5,0.43661,0.459605,10588.143595,0.119662
ZIRAN,ZIRAN,14,98,107,205,5,0.441828,0.462865,10619.20914,0.181339
GAMMENON [CELESTIAL],GAMMENON [CELESTIAL],14,81,87,168,5,0.421318,0.443791,9259.133468,0.117883
ONE ABOVE ALL [CELES,ONE ABOVE ALL [CELES,14,99,82,181,5,0.42984,0.451331,3860.118355,0.186859
WONG,WONG,6,283,285,568,5,0.465324,0.491362,228279.588588,0.323161
CLEA,CLEA,6,173,165,338,5,0.444177,0.468112,93030.556738,0.231184
UMAR,UMAR,6,50,51,101,5,0.38778,0.408501,10757.408208,0.043563
"ALRAUNE, MARLENE","ALRAUNE, MARLENE",7,59,51,110,6,0.388199,0.408958,18442.669777,0.085773
JESTER/JONATHAN POWE,JESTER/JONATHAN POWE,7,14,19,33,6,0.364555,0.380316,486.363997,0.011804
DAREDEVIL/MATT MURDO,DAREDEVIL/MATT MURDO,7,723,681,1404,5,0.508165,0.54284,939866.541605,0.64658
NEDDA,NEDDA,7,11,9,20,6,0.340232,0.350025,107.794524,0.004433
"LANDERS, GENA","LANDERS, GENA",7,18,28,46,6,0.38243,0.401342,16301.0128,0.009483
"CRAWLEY, BETRAND","CRAWLEY, BETRAND",7,29,25,54,5,0.384698,0.403673,5753.294767,0.045599
"MANOLIS, LT. NICK","MANOLIS, LT. NICK",7,21,29,50,6,0.361187,0.376966,783.413203,0.026435
FRENCHIE/JEAN-PAUL D,FRENCHIE/JEAN-PAUL D,7,91,68,159,5,0.412876,0.43476,36447.291893,0.1318
"BUSHMAN, RAOUL","BUSHMAN, RAOUL",7,21,15,36,6,0.355109,0.368659,25389.896651,0.006562
"LANDERS, RICKY","LANDERS, RICKY",7,10,12,22,6,0.325593,0.332751,3.198413,0.004217
SAMUELS,SAMUELS,7,12,9,21,6,0.327112,0.334213,49.005748,0.006653
"LANDERS, RAY","LANDERS, RAY",7,6,14,20,6,0.325627,0.332915,0.529762,0.003871
"MASTERS, ALICIA REIS","MASTERS, ALICIA REIS",2,307,286,593,5,0.470312,0.495024,149204.797101,0.424912
FEAR EATER/KKALLAKKU,FEAR EATER/KKALLAKKU,6,7,15,22,6,0.343761,0.35449,117.834061,0.002887
LURKING UNKNOWN,LURKING UNKNOWN,6,16,6,22,6,0.315569,0.3227,170.974714,0.017981
"WOLFE, SARA","WOLFE, SARA",6,72,53,125,6,0.388051,0.408736,6592.709913,0.08044
DWELLER IN DARKNESS,DWELLER IN DARKNESS,6,27,18,45,5,0.374654,0.392119,1824.359475,0.037467
SCARECROW II,SCARECROW II,6,11,8,19,6,0.357022,0.370405,115.086373,0.009145
NOX,NOX,6,13,10,23,6,0.342583,0.352741,95.756114,0.00974
RINTRAH,RINTRAH,6,90,110,200,5,0.441062,0.462311,20083.830877,0.128035
PHOBOS,PHOBOS,6,12,0,12,0,0,0,0,0.009638
DEIMOS,DEIMOS,6,7,5,12,6,0.33938,0.348901,0,0.004899
"CHANG, IMEI","CHANG, IMEI",6,40,53,93,6,0.397562,0.418905,13176.903119,0.046714
TOPAZ,TOPAZ,6,50,41,91,5,0.385476,0.405118,7093.446397,0.04606
DR. DRUID/ANTHONY LU,DR. DRUID/ANTHONY LU,3,354,321,675,5,0.47918,0.503495,97008.586682,0.46484
BARON BLOOD II/VICTO,BARON BLOOD II/VICTO,6,23,27,50,6,0.371324,0.388528,2094.880832,0.020933
"BLESSING, MORGANA","BLESSING, MORGANA",6,41,40,81,6,0.379456,0.398661,1945.640151,0.03875
PIP/PRINCE GOFERN,PIP/PRINCE GOFERN,8,157,191,348,5,0.462887,0.484175,25129.567694,0.303114
GAMORA,GAMORA,8,169,164,333,5,0.459677,0.480185,14684.600709,0.302454
FRANKENSURFER/BORGO,FRANKENSURFER/BORGO,6,0,5,5,6,0.344186,0.354951,0,0
"VON FRANKENSTEIN, BA","VON FRANKENSTEIN, BA",3,5,4,9,6,0.342929,0.35341,18.706101,0.0061
DRACULA/VLAD TEPES,DRACULA/VLAD TEPES,6,104,86,190,5,0.435052,0.455965,141726.463836,0.156315
DR. DOOM/VICTOR VON,DR. DOOM/VICTOR VON,2,480,441,921,5,0.48792,0.51621,358165.803056,0.560603
CERBERUS,CERBERUS,14,10,34,44,6,0.396296,0.416637,220.938747,0.022268
HELA [ASGARDIAN],HELA [ASGARDIAN],14,234,148,382,5,0.433845,0.458187,34353.948519,0.317842
FIRELORD/PYREUS KRIL,FIRELORD/PYREUS KRIL,8,155,140,295,5,0.447929,0.469615,16754.335883,0.255104
AGAMOTTO,AGAMOTTO,6,28,25,53,6,0.377834,0.395898,2620.852026,0.022073
SILVER DAGGER/ISAIAH,SILVER DAGGER/ISAIAH,6,22,18,40,6,0.372094,0.389053,1912.26944,0.026212
"CAESAR, JULIUS","CAESAR, JULIUS",6,6,1,7,6,0.307595,0.315147,0,0.009642
ZOTA,ZOTA,6,4,4,8,6,0.339418,0.348901,0.572526,0.005947
THANOS,THANOS,8,262,273,535,5,0.475593,0.498202,113189.938056,0.395462
CLEOPATRA,CLEOPATRA,6,1,7,8,6,0.34446,0.355159,0.083142,0.00152
MEPHISTA,MEPHISTA,6,11,11,22,6,0.342756,0.353711,397.816137,0.010805
MEPHISTO,MEPHISTO,14,295,265,560,5,0.464085,0.48923,158103.587529,0.378042
SATANNISH,SATANNISH,6,42,49,91,5,0.382095,0.402074,4715.895098,0.060349
"SLOAN, DR.","SLOAN, DR.",7,35,32,67,6,0.36486,0.381369,383.323175,0.032302
HOBGOBLIN III/LEFTY,HOBGOBLIN III/LEFTY,7,6,6,12,6,0.354634,0.367566,1.536612,0.008634
HOBGOBLIN II/RODERIC,HOBGOBLIN II/RODERIC,7,91,83,174,6,0.405788,0.428893,5839.087039,0.08561
FROG-MAN II/EUGENE P,FROG-MAN II/EUGENE P,7,22,20,42,6,0.388026,0.407097,6267.987195,0.03685
"LUBENSKI, NATE","LUBENSKI, NATE",7,102,112,214,5,0.42269,0.446141,7847.764754,0.093889
FOREIGNER/RAFAEL BAS,FOREIGNER/RAFAEL BAS,7,65,92,157,6,0.433599,0.454952,13609.863561,0.068923
"BANNON, LANCE","BANNON, LANCE",7,100,86,186,6,0.406844,0.430325,6342.16864,0.107115
"MUGGINS, MAMIE","MUGGINS, MAMIE",7,71,70,141,6,0.39169,0.414092,1733.258107,0.065043
THINKER,THINKER,2,151,132,283,5,0.442855,0.465071,21513.631826,0.251669
"HOCHBERG, ROGER","HOCHBERG, ROGER",7,30,31,61,6,0.377694,0.39612,8862.465747,0.033941
LIZARD/DR. CURTIS CO,LIZARD/DR. CURTIS CO,7,134,115,249,6,0.437142,0.459603,73127.735782,0.165281
"KINGSLEY, DANIEL","KINGSLEY, DANIEL",7,19,42,61,6,0.376854,0.39601,186.768914,0.026847
"JAMESON, MARLA MADIS","JAMESON, MARLA MADIS",7,149,180,329,5,0.437612,0.463234,47011.064157,0.12111
"COUNT NEFARIA, LUCHI","COUNT NEFARIA, LUCHI",3,98,111,209,5,0.426981,0.450186,11556.674893,0.153942
PLANTMAN/SAM SMITHER,PLANTMAN/SAM SMITHER,3,126,102,228,6,0.440202,0.461196,12525.520824,0.202834
SCARECROW/EBENEZER L,SCARECROW/EBENEZER L,3,82,28,110,6,0.380973,0.399877,9007.514975,0.144455
ZELDA,ZELDA,4,18,28,46,6,0.384674,0.403954,167.884256,0.037446
EEL/LEOPOLD STRYKE,EEL/LEOPOLD STRYKE,3,42,71,113,5,0.430295,0.451093,3957.488335,0.078808
"CANTOR, VERA","CANTOR, VERA",4,84,77,161,6,0.425551,0.447235,6509.674698,0.122612
PORCUPINE/ALEX GENTR,PORCUPINE/ALEX GENTR,3,117,72,189,5,0.430751,0.451325,3848.543489,0.193278
UNICORN/MYLOS MASARY,UNICORN/MYLOS MASARY,3,66,43,109,5,0.404738,0.425685,803.220774,0.136827
"HENDERSHOOT, COLONEL","HENDERSHOOT, COLONEL",4,20,5,25,6,0.356792,0.370378,14.709747,0.043933
"FREDERICKS, GENERAL","FREDERICKS, GENERAL",4,31,25,56,6,0.387435,0.406845,312.104559,0.060248
PENANCE/MONET ST. CR,PENANCE/MONET ST. CR,4,118,107,225,6,0.384989,0.408428,20210.302308,0.10588
SUPREME ONE,SUPREME ONE,4,10,4,14,6,0.351994,0.364123,0.427996,0.025843
LUCIFER,LUCIFER,3,22,16,38,5,0.383272,0.401637,447.511938,0.049035
UNUS THE UNTOUCHABLE,UNUS THE UNTOUCHABLE,4,78,50,128,6,0.400407,0.421583,3469.360852,0.118235
DOMINUS,DOMINUS,4,3,5,8,6,0.352035,0.364232,0,0.011233
MIMIC/CALVIN RANKIN,MIMIC/CALVIN RANKIN,4,55,89,144,6,0.407116,0.43039,2962.362593,0.098092
KUKULCAN/VIRAKO/QUET,KUKULCAN/VIRAKO/QUET,14,14,34,48,6,0.369995,0.38764,1042.944472,0.026004
TOLOC,TOLOC,4,9,9,18,6,0.357482,0.371066,0.111111,0.023653
RAMON,RAMON,4,10,9,19,6,0.357482,0.371066,0.28742,0.023834
EL TIGRE,EL TIGRE,4,12,13,25,6,0.367365,0.383249,51.249531,0.02889
PUPPET MASTER/PHILLI,PUPPET MASTER/PHILLI,2,143,162,305,5,0.449746,0.472649,23747.582329,0.28503
LOCUST,LOCUST,6,9,4,13,6,0.344479,0.354695,3.577482,0.027179
BANSHEE/SEAN CASSIDY,BANSHEE/SEAN CASSIDY,4,363,366,729,5,0.4675,0.497538,194132.859648,0.336146
OGRE,OGRE,3,51,56,107,6,0.391539,0.412702,1416.319756,0.052801
SUPER-ADAPTOID/ALESS,SUPER-ADAPTOID/ALESS,3,56,75,131,5,0.41754,0.43972,2286.209768,0.110344
LIVING MUMMY,LIVING MUMMY,3,9,111,120,5,0.451577,0.470839,430.692036,0.016358
HUMAN TORCH ANDROID/,HUMAN TORCH ANDROID/,10,241,246,487,5,0.458365,0.48376,83706.795898,0.286539
BUCKY/BUCKY BARNES,BUCKY/BUCKY BARNES,3,77,98,175,5,0.407742,0.431472,21647.120343,0.066413
"DEAN, BETTY","DEAN, BETTY",10,9,2,11,6,0.338382,0.347472,0,0.012535
U-MAN/MERRANO,U-MAN/MERRANO,3,63,43,106,6,0.383392,0.403416,2188.463041,0.106601
"CHURCHILL, SIR WINST","CHURCHILL, SIR WINST",2,20,16,36,6,0.361894,0.377188,352.105853,0.02738
TORO/TOM RAYMOND,TORO/TOM RAYMOND,10,84,79,163,6,0.416172,0.438722,10745.995732,0.094656
SPITFIRE/LADY JACQUE,SPITFIRE/LADY JACQUE,10,65,74,139,6,0.403881,0.426625,35723.841238,0.073454
WHIZZER/ROBERT L. FR,WHIZZER/ROBERT L. FR,3,160,97,257,5,0.423542,0.446278,15114.037917,0.268215
RED SKULL/JOHANN SCH,RED SKULL/JOHANN SCH,3,182,186,368,5,0.445378,0.47038,50779.489683,0.238044
BARON STRUCKER/WOLFG,BARON STRUCKER/WOLFG,3,135,136,271,5,0.441253,0.464049,83360.460993,0.140995
"PRENTISS, BETTY DEAN","PRENTISS, BETTY DEAN",10,22,18,40,6,0.36556,0.381437,403.371114,0.039326
"HORTON, PROFESSOR PH","HORTON, PROFESSOR PH",3,34,34,68,6,0.390211,0.410187,4434.099995,0.069225
"FITZPATRICK, WILL","FITZPATRICK, WILL",10,3,11,14,6,0.344713,0.355848,57.461844,0.006054
UNION JACK II/BRIAN,UNION JACK II/BRIAN,10,19,52,71,6,0.384092,0.40455,2239.11897,0.021128
JACK FROST/,JACK FROST/,10,23,27,50,6,0.381283,0.400137,1126.347467,0.031631
MISS AMERICA/MADELIN,MISS AMERICA/MADELIN,10,45,41,86,5,0.395808,0.416448,2149.384503,0.052565
THIN MAN/BRUCE DICKS,THIN MAN/BRUCE DICKS,10,25,18,43,6,0.378561,0.396666,2429.496318,0.029147
RED RAVEN,RED RAVEN,10,41,24,65,6,0.374931,0.392873,5778.638904,0.074065
"KRIEGHUND, COL.","KRIEGHUND, COL.",10,15,8,23,6,0.360546,0.375193,3.109971,0.016035
PATRIOT/JEFF MACE,PATRIOT/JEFF MACE,10,17,21,38,6,0.367964,0.384607,227.549809,0.016184
BLUE DIAMOND/PROFESS,BLUE DIAMOND/PROFESS,10,24,28,52,6,0.379669,0.398401,3024.490353,0.022945
UNION JACK/LORD MONT,UNION JACK/LORD MONT,10,22,38,60,6,0.363663,0.380494,3218.711115,0.017335
BARON BLOOD/JOHN FAL,BARON BLOOD/JOHN FAL,3,36,40,76,6,0.389762,0.410002,991.291167,0.042962
ZAWADI,ZAWADI,14,6,17,23,6,0.332226,0.342042,42.477212,0.003678
BLOODSTONE/ULYSSES B,BLOODSTONE/ULYSSES B,14,25,30,55,5,0.375508,0.393597,16276.355854,0.023907
GORGILLA,GORGILLA,14,16,22,38,6,0.386698,0.405624,1836.419888,0.023475
GROTTU,GROTTU,14,3,3,6,6,0.324449,0.331472,0,0.002979
MOLE MAN/HARVEY RUPE,MOLE MAN/HARVEY RUPE,2,214,177,391,5,0.460406,0.481401,61446.632557,0.347263
MAKKARI/MIKE KHARY/I,MAKKARI/MIKE KHARY/I,14,198,221,419,5,0.444145,0.471391,85284.031378,0.212541
"ZINOVIEV, IVAN","ZINOVIEV, IVAN",14,7,3,10,6,0.316716,0.323512,0,0.006272
KRO [DEVIANT],KRO [DEVIANT],14,89,101,190,6,0.410072,0.434303,13929.148566,0.100744
VALKIN,VALKIN,14,60,37,97,6,0.375786,0.394515,2259.085185,0.040787
GIGANTUS,GIGANTUS,2,11,8,19,6,0.336812,0.346144,599.002214,0.037603
"GEORGE, DAVID LLOYD","GEORGE, DAVID LLOYD",10,1,7,8,6,0.36061,0.37522,0,0.001509
"DELGADO, FATHER","DELGADO, FATHER",1,36,34,70,5,0.40568,0.425706,1931.794678,0.050586
CLOAK/TYRONE JOHNSON,CLOAK/TYRONE JOHNSON,1,197,190,387,5,0.465964,0.486451,106446.890633,0.273291
MAYHEM/DET. BRIGID O,MAYHEM/DET. BRIGID O,1,38,36,74,6,0.392977,0.412844,2512.910341,0.047681
DAGGER/TANDY BOWEN,DAGGER/TANDY BOWEN,1,175,196,371,5,0.464721,0.485891,102144.739849,0.254221
HEATER DELIGHT,HEATER DELIGHT,8,4,3,7,6,0.326691,0.334418,0.169943,0.007604
STARFOX/EROS,STARFOX/EROS,3,328,324,652,5,0.473746,0.499628,80851.074497,0.436835
RADIOACTIVE MAN/DR.,RADIOACTIVE MAN/DR.,3,68,102,170,5,0.425759,0.448675,4574.476777,0.127408
MANDARIN,MANDARIN,3,158,140,298,5,0.43366,0.457824,45428.55123,0.241302
TAURUS/CORNELIUS VAN,TAURUS/CORNELIUS VAN,3,38,40,78,5,0.386894,0.406966,355.916572,0.070396
"ERWIN, MORLEY","ERWIN, MORLEY",3,43,47,90,5,0.391765,0.412445,3252.457278,0.063362
SIF,SIF,14,257,295,552,5,0.461451,0.489113,84178.217352,0.271163
VOLLA,VOLLA,14,32,25,57,6,0.350034,0.362737,1419.614824,0.047238
"CASE, COL. PRESTON","CASE, COL. PRESTON",14,24,28,52,5,0.368653,0.385902,2446.587659,0.041965
PERRIKUS,PERRIKUS,14,36,26,62,6,0.379527,0.397959,5343.09449,0.057065
"BRADLEY, HANK","BRADLEY, HANK",14,13,3,16,6,0.28141,0.288922,0,0.030499
"COLLINS, DEMITRIUS","COLLINS, DEMITRIUS",14,44,54,98,5,0.408288,0.429641,2323.510047,0.059494
"KINCAID, DR. JANE FO","KINCAID, DR. JANE FO",14,184,205,389,5,0.444988,0.471137,46635.255952,0.227659
DESTROYER III,DESTROYER III,14,81,97,178,5,0.399594,0.42337,9017.700342,0.108384
"FAIRMONT, AMANDA MAN","FAIRMONT, AMANDA MAN",14,35,29,64,5,0.378467,0.396978,968.497998,0.039513
"FURY, COL. NICHOLAS","FURY, COL. NICHOLAS",3,651,646,1297,5,0.501893,0.536842,833925.291175,0.609251
AQUARIUS II/,AQUARIUS II/,3,21,4,25,5,0.347343,0.3603,12.169822,0.031021
LEO/DANIEL RADFORD,LEO/DANIEL RADFORD,3,32,29,61,5,0.37697,0.395111,197.967917,0.06208
VIRGO/ELAINE MCLAUGH,VIRGO/ELAINE MCLAUGH,3,29,34,63,5,0.38862,0.408332,377.435934,0.048205
ARIES II/GROVER RAYM,ARIES II/GROVER RAYM,3,51,36,87,5,0.381188,0.400489,851.708037,0.062531
SCORPIO II,SCORPIO II,3,13,12,25,6,0.352116,0.365546,5.368334,0.018737
PISCES/NOAH PERRICON,PISCES/NOAH PERRICON,3,28,30,58,5,0.384213,0.40344,206.984071,0.04991
GEMINI/JOSHUA LINK,GEMINI/JOSHUA LINK,3,51,42,93,5,0.391212,0.411346,1937.84479,0.084326
CANCER/JACK KLEVENO,CANCER/JACK KLEVENO,3,33,30,63,5,0.381832,0.400708,240.752121,0.063092
SAGITTARIUS/HARLAN V,SAGITTARIUS/HARLAN V,3,35,75,110,5,0.415435,0.437389,1022.245399,0.047245
LIBRA/GUSTAV BRANDT,LIBRA/GUSTAV BRANDT,3,87,77,164,5,0.412792,0.435025,4493.859572,0.120107
CAPRICORN/WILLARD WE,CAPRICORN/WILLARD WE,3,38,37,75,5,0.386428,0.406159,539.285937,0.068678
VIBRO/DR. FRANCIS VI,VIBRO/DR. FRANCIS VI,3,14,16,30,5,0.364206,0.380191,519.461653,0.022789
BROTHERS GRIMM II/BA,BROTHERS GRIMM II/BA,3,67,63,130,5,0.396322,0.418047,4715.084533,0.091555
MORLEY,MORLEY,3,8,10,18,5,0.375554,0.392406,49.140074,0.016909
"STANE, OBADIAH","STANE, OBADIAH",3,19,35,54,5,0.384795,0.404389,776.855622,0.031832
MASTER MOLD II,MASTER MOLD II,4,137,130,267,5,0.447436,0.468708,38458.026145,0.18146
MASTER MOLD III,MASTER MOLD III,4,10,3,13,6,0.337652,0.347617,23.568545,0.010787
"GILBERTI, ROSE","GILBERTI, ROSE",4,8,6,14,6,0.341222,0.352427,26.74467,0.010581
"CREED, GRAYDON","CREED, GRAYDON",4,56,51,107,6,0.396039,0.417407,3291.168494,0.100525
"BRIDGE, GEORGE WASHI","BRIDGE, GEORGE WASHI",4,201,180,381,6,0.436485,0.462363,120358.994977,0.192889
"KRAGG, GEN.","KRAGG, GEN.",4,2,5,7,6,0.326132,0.335271,0,0.001176
"BRICKMAN, SEN. MILES","BRICKMAN, SEN. MILES",4,24,37,61,6,0.40046,0.420894,3074.982808,0.029931
MAJESTON ZELIA,MAJESTON ZELIA,14,28,25,53,6,0.358448,0.373395,1709.887132,0.039601
ADVA,ADVA,14,31,24,55,6,0.3769,0.39489,918.104918,0.038461
"DIAMOND, CHUCKY","DIAMOND, CHUCKY",14,7,4,11,6,0.355088,0.368071,0,0.015159
"KINCAID, DR. KEITH","KINCAID, DR. KEITH",14,82,117,199,5,0.424042,0.448032,5508.928088,0.112821
"FERRARI, CONNIE","FERRARI, CONNIE",3,30,23,53,6,0.371686,0.389028,10949.499762,0.034433
"CHAKARA, KANU","CHAKARA, KANU",3,9,6,15,6,0.339286,0.350046,1862.726973,0.018208
"CHAKARA, MADAN","CHAKARA, MADAN",3,2,2,4,7,0.271031,0.277501,0,0.005535
